#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
IOSN3  42.967  -70.623 2012 01 06 08 00 260   4.6   5.7   MM  MM   MM  MM 1014.0  +1.0  -2.6    MM  -9.5   MM     MM
JCRN4  39.535  -74.464 2012 01 06 06 30 220   1.0    MM   MM  MM   MM  MM 1015.0    MM  -4.3    MM  -5.4   MM     MM
JMPN7  34.210  -77.795 2012 01 06 07 54 240   2.6   2.6   MM  MM   MM  MM 1018.7    MM   7.5  12.3    MM   MM     MM
JNEA2  58.298 -134.412 2012 01 06 08 00 150   1.0   1.5   MM  MM   MM  MM 1016.1  -0.8   0.6    MM    MM   MM     MM
JOXP4  17.956  -66.239 2012 01 06 07 45  MM   0.0    MM   MM  MM   MM  MM     MM    MM  20.6    MM  18.2   MM     MM
KDAA2  57.730 -152.514 2012 01 06 08 00 240   4.1   5.7   MM  MM   MM  MM 1003.3  +1.3  -8.6    MM    MM   MM     MM
KECA2  55.333 -131.625 2012 01 06 08 00 130   2.6   4.6   MM  MM   MM  MM 1018.5  -1.1   2.7   6.1    MM   MM     MM
KGCA2  55.062 -162.327 2012 01 06 07 54 320   4.6   6.2   MM  MM   MM  MM 1005.6    MM  -9.2   3.2    MM   MM     MM
KLIH1  20.898 -156.472 2012 01 06 07 54 350   2.1   3.1   MM  MM   MM  MM 1020.7    MM  22.2  23.9    MM   MM     MM
KNOH1  21.288 -157.865 2012 01 06 07 50  MM    MM    MM  1.0   9   MM  MM     MM    MM    MM    MM    MM   MM     MM
KNSW3  42.589  -87.809 2012 01 06 08 00 230   5.1   7.2   MM  MM   MM  MM 1004.1  -0.3   7.1    MM    MM   MM     MM
KPTN6  40.810  -73.765 2012 01 06 08 00 240   3.6   5.1   MM  MM   MM  MM     MM    MM   3.3   4.6    MM   MM     MM
KPTV2  37.167  -75.988 2012 01 06 07 54 240   5.1   6.2   MM  MM   MM  MM     MM    MM    MM   6.8    MM   MM     MM
KTNF1  29.817  -83.592 2012 01 06 08 00  10   1.0   1.0   MM  MM   MM  MM 1022.5  -0.8  11.9    MM  11.6   MM     MM
KWJP8   8.737  167.737 2012 01 06 07 54  70   4.6   8.2   MM  MM   MM  MM 1011.0    MM  27.3  28.9    MM   MM     MM
KWNW3  44.465  -87.496 2012 01 06 08 00 270   6.7   9.8   MM  MM   MM  MM 1000.5  +1.0   7.4    MM    MM   MM     MM
KYWF1  24.553  -81.808 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1022.5    MM  13.1  18.7    MM   MM     MM
LABL1  30.050  -90.368 2012 01 06 08 00 220   1.5   2.1   MM  MM   MM  MM 1019.2  -1.4  13.2  14.2    MM   MM     MM
LAPW1  47.913 -124.637 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1028.0    MM   2.6   6.4    MM   MM     MM
LCIY2  19.699  -80.061 2012 01 06 07 00  60  11.3  13.4   MM  MM   MM  MM 1018.1  -1.2  22.9  26.2  15.9   MM     MM
LCLL1  30.223  -93.222 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1020.7  -1.8  15.8    MM    MM   MM     MM
LDLC3  41.305  -72.077 2012 01 06 08 00  90   1.5   2.6   MM  MM   MM  MM 1013.2  +0.0   0.2    MM  -7.4   MM     MM
LDTM4  43.947  -86.442 2012 01 06 08 00 220   4.6   7.7   MM  MM   MM  MM 1002.8  +0.3   6.7    MM    MM   MM     MM
LJAC1  32.867 -117.258 2012 01 06 08 00 120   1.0   1.5   MM  MM   MM  MM 1015.0  -1.2  16.1  14.5    MM   MM     MM
LJPC1  32.867 -117.257 2012 01 06 07 20  MM    MM    MM  1.0  13   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKPL1  30.315  -90.281 2012 01 06 08 00 210   2.1   2.6   MM  MM   MM  MM 1020.4  -1.4    MM    MM    MM   MM     MM
LKWF1  26.612  -80.033 2012 01 06 07 54 290   3.1   4.1   MM  MM   MM  MM 1022.3    MM  11.3  22.0    MM   MM     MM
LMBV4  19.594  -96.379 2012 01 06 08 00 220   1.5   2.6   MM  MM   MM  MM 1019.5  -1.5  20.0    MM  16.6   MM     MM
LMFS1  34.107  -81.271 2012 01 06 07 20 260   2.6   4.1   MM  MM   MM  MM 1018.6    MM   9.7    MM    MM   MM     MM
LMSS1  33.552  -80.501 2012 01 06 07 20 210   0.5   1.5   MM  MM   MM  MM 1019.0    MM   2.0    MM    MM   MM     MM
LONF1  24.843  -80.862 2012 01 06 08 00  30   2.1   2.6   MM  MM   MM  MM 1022.6  -1.6  15.0  15.9    MM   MM     MM
LOPL1  28.885  -90.024 2012 01 06 08 04 240   4.1   5.7  0.5  MM   MM  MM 1020.1    MM  18.6    MM  15.0   MM     MM
LOPW1  46.108 -122.957 2012 01 06 08 00 140   1.0   1.5   MM  MM   MM  MM 1030.0  +0.4   2.0   6.4    MM   MM     MM
LPNM4  45.063  -83.428 2012 01 06 08 00 190   1.5   2.6   MM  MM   MM  MM  999.0  -0.4   0.6    MM    MM   MM     MM
LPRP4  17.939  -67.052 2012 01 06 07 00  30   2.6   3.1   MM  MM   MM  MM 1014.5  -1.0  24.9  27.1  19.3   MM     MM
LSCM4  42.465  -82.755 2012 01 06 08 00 210   9.3   9.8   MM  MM   MM  MM 1003.7  -0.7   3.8    MM    MM   MM     MM
LTBV3  17.697  -64.753 2012 01 06 08 00  80   2.1   3.1   MM  MM   MM  MM 1014.3  -1.1  24.8  26.9    MM   MM     MM
LTRM4  46.485  -84.300 2012 01 06 07 54 140   0.5   1.5   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
LUML1  29.253  -90.663 2012 01 06 08 00 190   2.1   2.6   MM  MM   MM  MM 1020.6  -1.5  15.8    MM    MM   MM     MM
LWSD1  38.782  -75.120 2012 01 06 07 54 220   2.1   3.6   MM  MM   MM  MM 1015.1    MM   2.5   5.4    MM   MM     MM
LWTV2  37.995  -76.465 2012 01 06 07 54 240   4.6   5.7   MM  MM   MM  MM 1015.2    MM   4.9   4.3    MM   MM     MM
MACM4  45.778  -84.725 2012 01 06 07 54 240   6.7   8.8   MM  MM   MM  MM  997.8    MM   5.7    MM    MM   MM     MM
MAXT2  28.132  -97.034 2012 01 06 08 00 210   3.6    MM   MM  MM   MM  MM     MM    MM  17.4    MM  17.4   MM     MM
MBLA1  30.437  -88.012 2012 01 06 07 30 150   1.0    MM   MM  MM   MM  MM 1021.0    MM  10.5    MM    MM   MM     MM
MBRM4  42.974  -82.420 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1003.9    MM   3.6    MM    MM   MM     MM
MCGA1  30.648  -88.058 2012 01 06 08 00 180   0.5   0.5   MM  MM   MM  MM 1021.2  -1.4   9.1  14.3    MM   MM     MM
MCGM4  46.545  -87.378 2012 01 06 07 54 220   2.1   2.6   MM  MM   MM  MM  997.4    MM   0.1    MM    MM   MM     MM
MCYI3  41.729  -86.913 2012 01 06 08 00 190   6.7   8.8   MM  MM   MM  MM     MM    MM   7.6    MM    MM   MM     MM
MDRM1  43.968  -68.128 2012 01 06 08 00 350   7.2   8.8   MM  MM   MM  MM 1011.5  +1.7  -3.2    MM  -8.6   MM     MM
MEEM4  44.248  -86.346 2012 01 06 07 40 210   8.2   9.8   MM  MM   MM  MM 1002.0    MM   5.9    MM    MM   MM     MM
MGIP4  17.972  -67.047 2012 01 06 07 54  50   1.0   1.5   MM  MM   MM  MM 1015.5    MM  22.9  26.9    MM   MM     MM
MGPT2  29.682  -94.985 2012 01 06 08 00 210   1.0   2.1   MM  MM   MM  MM 1019.1  -1.7  14.8  12.8    MM   MM     MM
MGZP4  18.218  -67.159 2012 01 06 08 00  60   1.0   1.5   MM  MM   MM  MM     MM    MM  21.6  27.8    MM   MM     MM
MHPA1  30.667  -87.936 2012 01 06 07 30 180   2.1    MM   MM  MM   MM  MM 1021.7    MM  11.6    MM    MM   MM     MM
MISM1  43.783  -68.855 2012 01 06 08 00 300   9.8  10.8   MM  MM   MM  MM 1012.2  +1.6  -3.4    MM -10.7   MM     MM
MKGM4  43.228  -86.339 2012 01 06 08 00 120   1.0   2.1   MM  MM   MM  MM 1004.7  +0.4   6.0    MM   2.3   MM     MM
MLRF1  25.010  -80.380 2012 01 06 08 00  10   4.1   4.6   MM  MM   MM  MM 1022.5  -1.3  17.1  22.1    MM   MM     MM
MLSC1  36.807 -121.788 2012 01 06 07 57  50   1.0   3.1   MM  MM   MM  MM     MM    MM  15.8    MM   9.4   MM     MM
MLWW3  43.046  -87.879 2012 01 06 08 00 250   5.1   6.7   MM  MM   MM  MM     MM    MM   9.1    MM    MM   MM     MM
MNMM4  45.096  -87.590 2012 01 06 08 00 200   4.1   5.7   MM  MM   MM  MM  999.5  +0.9   4.3    MM    MM   MM     MM
MNPV2  36.778  -76.302 2012 01 06 07 54 220   2.1   3.1   MM  MM   MM  MM 1017.2    MM   4.4  11.1    MM   MM     MM
MOKH1  21.432 -157.790 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1022.2    MM    MM  24.8    MM   MM     MM
MQTT2  27.580  -97.217 2012 01 06 07 54 190   5.1   5.7   MM  MM   MM  MM     MM    MM  16.6  16.0    MM   MM     MM
MRCP1  39.812  -75.410 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1013.5  -0.6  -0.2   4.1    MM   MM     MM
MRHO1  41.545  -82.732 2012 01 06 07 54 220   3.6   8.2   MM  MM   MM  MM 1007.4    MM   5.2    MM    MM   MM     MM
MRKA2  61.082 -146.662 2012 01 06 08 00  20   3.6   3.6   MM  MM   MM  MM  996.8  -2.2  -1.6    MM    MM   MM     MM
MROS1  33.655  -78.918 2012 01 06 07 54 210   1.5   2.6   MM  MM   MM  MM 1019.4    MM   8.6  10.9    MM   MM     MM
MRSL1  29.440  -92.061 2012 01 06 07 00 190   2.1   3.1   MM  MM   MM  MM 1021.0  -1.8  17.5    MM    MM  6.5     MM
MTKN6  41.048  -71.960 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1013.6    MM   2.2   5.7    MM   MM     MM
MTYC1  36.605 -121.888 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1022.1  -0.5    MM  12.1    MM   MM     MM
MYPF1  30.397  -81.430 2012 01 06 08 00 260   2.6   3.1   MM  MM   MM  MM     MM    MM  10.7  14.1    MM   MM     MM
MZXC1  38.033 -122.125 2012 01 06 08 00 280   3.1   3.6   MM  MM   MM  MM 1021.2  +0.0   8.9    MM    MM   MM     MM
NABM4  46.087  -85.443 2012 01 06 08 09 280   2.1   4.1   MM  MM   MM  MM  996.3    MM   1.5    MM    MM   MM     MM
NBLP1  40.137  -74.750 2012 01 06 08 00  MM   1.5   2.6   MM  MM   MM  MM 1013.8  -0.9   0.0   2.2    MM   MM     MM
NCHT2  29.726  -95.266 2012 01 06 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.9    MM   MM     MM
NEAW1  48.368 -124.617 2012 01 06 08 00 200   1.5   2.6   MM  MM   MM  MM 1027.8  +0.0   3.5   8.0    MM   MM     MM
NFBF1  25.084  -81.096 2012 01 06 06 54  80   2.1   2.6   MM  MM   MM  MM 1022.9    MM  16.0    MM    MM   MM     MM
NGLT2  27.822  -97.203 2012 01 06 07 00 170   2.6   3.6   MM  MM   MM  MM     MM    MM    MM  15.7    MM   MM     MM
NIAN6  43.077  -79.013 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1004.2    MM   5.2    MM    MM   MM     MM
NIWS1  33.349  -79.193 2012 01 06 07 45  MM   0.0    MM   MM  MM   MM  MM 1019.0    MM   4.5    MM   0.8   MM     MM
NKTA2  60.683 -151.398 2012 01 06 07 54 210   9.8  11.3   MM  MM   MM  MM  999.3    MM  -7.9    MM    MM   MM     MM
NLNC3  41.355  -72.087 2012 01 06 08 00  MM   0.0   1.0   MM  MM   MM  MM 1015.1  +0.0  -1.1   9.3    MM   MM     MM
NMTA2  64.500 -165.430 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1002.7    MM -32.9    MM    MM   MM     MM
NOXN7  34.156  -77.851 2012 01 06 07 45 250   0.5    MM   MM  MM   MM  MM 1019.0    MM   3.9    MM   1.8   MM     MM
NPDW3  45.290  -86.978 2012 01 06 07 40 230   3.6   7.7   MM  MM   MM  MM  998.3    MM   5.9    MM    MM   MM     MM
NPSF1  26.130  -81.807 2012 01 06 08 00  30   1.0   1.5   MM  MM   MM  MM 1023.1  -1.2    MM  16.7    MM   MM     MM
NSTP6 -14.280 -170.688 2012 01 06 08 00 270   2.6   4.6   MM  MM   MM  MM 1010.7    MM    MM    MM    MM   MM     MM
NTBC1  34.408 -119.685 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1015.4    MM    MM    MM    MM   MM     MM
NTKM3  41.285  -70.097 2012 01 06 07 54 310   4.1   6.2   MM  MM   MM  MM 1014.1    MM   0.3   3.4    MM   MM     MM
NWCL1  30.027  -90.113 2012 01 06 07 54 220   2.1   3.1   MM  MM   MM  MM 1020.1    MM  14.8  13.3    MM   MM     MM
NWHC3  41.283  -72.908 2012 01 06 08 00 280   3.6   4.6   MM  MM   MM  MM 1014.2  -0.0   2.1   4.9    MM   MM     MM
NWPO3  44.613 -124.067 2012 01 06 08 00  90   2.6   3.1   MM  MM   MM  MM 1028.3  -0.8   2.1    MM   1.7   MM     MM
NWPR1  41.505  -71.327 2012 01 06 07 54 360   2.6   3.6   MM  MM   MM  MM 1013.9    MM  -0.5   5.4    MM   MM     MM
NWWH1  21.953 -159.355 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.5    MM   MM     MM
OBGN6  44.703  -75.495 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1008.3    MM  -6.3    MM    MM   MM     MM
OBLA1  30.708  -88.043 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1021.0    MM   9.9   8.9    MM   MM     MM
OCIM2  38.328  -75.092 2012 01 06 07 54 230   3.1   3.6   MM  MM   MM  MM 1015.6    MM   3.9   4.9    MM   MM     MM
OCPN7  33.908  -78.148 2012 01 06 08 02 270   1.0   1.0  0.5   6   MM  MM 1018.4    MM  10.4  10.7    MM   MM     MM
OHBC1  33.720 -118.272 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1015.3  -0.9    MM  15.0    MM   MM     MM
OKXC1  37.811 -122.333 2012 01 06 08 00 130   2.6   3.1   MM  MM   MM  MM 1021.5    MM   9.4    MM    MM   MM     MM
OLCN6  43.341  -78.719 2012 01 06 08 00 200   3.6   5.1   MM  MM   MM  MM 1004.4  -2.7   3.2    MM    MM   MM     MM
OLSA2  52.941 -168.871 2012 01 06 07 54  50   6.2   8.2   MM  MM   MM  MM 1003.2    MM  -4.6    MM    MM   MM     MM
OMHC1  37.800 -122.330 2012 01 06 08 00 120   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.307 -157.867 2012 01 06 07 54  80   1.0   2.1   MM  MM   MM  MM 1021.2    MM  23.3  25.4    MM   MM     MM
OPTF1  27.858  -82.553 2012 01 06 08 00 230   2.6   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ORIN7  35.795  -75.548 2012 01 06 08 00 210   3.6   4.1   MM  MM   MM  MM 1018.5  -0.3   6.0   5.5    MM   MM     MM
OSGN6  43.463  -76.512 2012 01 06 07 54 150   6.7   8.8   MM  MM   MM  MM 1007.0    MM  -1.0    MM    MM   MM     MM
OSTF1  30.357  -89.612 2012 01 06 07 50  MM   0.0   0.0   MM  MM   MM  MM 1021.4  -1.4   8.4    MM   8.3   MM     MM
OWXO1  41.378  -82.508 2012 01 06 07 45 230   4.1    MM   MM  MM   MM  MM     MM    MM   6.4    MM   0.1   MM     MM
PACF1  30.152  -85.667 2012 01 06 07 54  MM   0.0   0.5   MM  MM   MM  MM 1021.6    MM    MM  14.9    MM   MM     MM
PACT2  27.633  -97.237 2012 01 06 07 00 190   2.1   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PBFW1  48.464 -122.468 2012 01 06 07 30 210   2.6    MM   MM  MM   MM  MM 1028.0    MM   4.9    MM   3.1   MM     MM
PCGT2  26.077  -97.177 2012 01 06 07 00 180   5.1   5.7   MM  MM   MM  MM 1021.9  -1.4    MM    MM    MM   MM     MM
PCLF1  30.403  -87.212 2012 01 06 08 00 290   0.5   1.0   MM  MM   MM  MM 1021.2  -1.3  11.8  15.2    MM   MM     MM
PCLM4  47.276  -88.528 2012 01 06 07 40 260   4.1   6.2   MM  MM   MM  MM  995.6    MM   3.1    MM    MM   MM     MM
PCNT2  28.452  -96.388 2012 01 06 07 00 180   3.1   3.1   MM  MM   MM  MM     MM    MM  16.3  14.8    MM   MM     MM
PCOC1  38.057 -122.038 2012 01 06 08 00 220   1.5   3.1   MM  MM   MM  MM 1021.2  +0.0   8.9   9.4    MM   MM     MM
PGBP7  13.428  144.797 2012 01 06 08 00  30   2.1   5.1   MM  MM   MM  MM 1013.2  +0.8    MM    MM    MM   MM     MM
PHBP1  39.933  -75.142 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1013.9    MM  -0.4   3.3    MM   MM     MM
PILL1  29.178  -89.258 2012 01 06 08 00 220   2.1   2.1   MM  MM   MM  MM 1021.8  -0.8  11.1   9.7    MM   MM     MM
PILM4  48.223  -88.367 2012 01 06 08 00 270   5.1   5.7   MM  MM   MM  MM  995.2  -0.4   2.2    MM    MM   MM     MM
PLSP4  17.973  -66.762 2012 01 06 08 00  MM   2.1   3.1   MM  MM   MM  MM     MM    MM    MM  29.2    MM   MM     MM
PLXA2  56.247 -134.647 2012 01 06 08 00 310   1.5   8.2   MM  MM   MM  MM 1015.1  -1.9   3.7   6.2    MM   MM     MM
PNGW3  46.792  -91.386 2012 01 06 07 40 220   5.1   8.2   MM  MM   MM  MM  997.6    MM   8.6    MM    MM   MM     MM
PNLM4  45.970  -85.871 2012 01 06 08 00 250   4.6   6.7   MM  MM   MM  MM  998.1  -0.0   2.8    MM    MM   MM     MM
PNLM6  30.358  -88.567 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  14.3    MM   MM     MM
PORO3  42.740 -124.497 2012 01 06 07 54 340   4.1   6.2   MM  MM   MM  MM 1026.0    MM   5.8    MM    MM   MM     MM
PORT2  29.867  -93.930 2012 01 06 07 00 170   2.1   3.1   MM  MM   MM  MM     MM    MM    MM  13.8    MM   MM     MM
POTA2  61.060 -146.700 2012 01 06 08 00  20   5.1   6.7   MM  MM   MM  MM  996.2  -2.7  -1.5    MM    MM   MM     MM
PPTA1  30.279  -87.556 2012 01 06 07 30 280   0.5    MM   MM  MM   MM  MM 1021.7    MM  10.4    MM    MM   MM     MM
PPTM2  38.133  -76.533 2012 01 06 07 54 250   1.5   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXC1  37.906 -122.365 2012 01 06 07 54 120   5.1   5.7   MM  MM   MM  MM 1021.5    MM  10.3    MM    MM   MM     MM
PRDA2  70.400 -148.527 2012 01 06 07 54 310   2.1   2.1   MM  MM   MM  MM 1003.2    MM -26.0    MM    MM   MM     MM
PRIM4  45.356  -83.492 2012 01 06 07 54 220   4.1   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRTA2  58.412 -134.953 2012 01 06 07 00 140   2.6    MM   MM  MM   MM  MM 1016.6  -0.7   4.4    MM   1.1   MM     MM
PRYC1  37.997 -122.975 2012 01 06 07 54 310  11.3  13.9   MM  MM   MM  MM 1022.1    MM  11.7  11.4    MM   MM     MM
PSBC1  38.042 -121.887 2012 01 06 08 00 310   5.7   6.7   MM  MM   MM  MM 1020.7    MM   9.6    MM    MM   MM     MM
PSBM1  44.903  -66.985 2012 01 06 07 30 320   2.6   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSLC1  35.177 -120.760 2012 01 06 08 00  MM   0.0   1.0   MM  MM   MM  MM 1019.0  -0.6  11.9  12.9    MM   MM     MM
PSTL1  28.932  -89.407 2012 01 06 08 00 240   3.1   3.1   MM  MM   MM  MM 1022.0  -1.1  15.0   9.5    MM   MM     MM
PSTN6  42.691  -79.047 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1005.5    MM   4.2    MM    MM   MM     MM
PTAC1  38.955 -123.740 2012 01 06 08 00 340   8.2  10.8   MM  MM   MM  MM 1022.7  +0.0  10.0    MM    MM   MM     MM
PTAT2  27.828  -97.050 2012 01 06 08 00 220   4.6   4.6   MM  MM   MM  MM 1019.5  -1.3  16.9  15.7    MM   MM  -0.04
PTAW1  48.125 -123.440 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1027.9  +0.3   5.3   7.5    MM   MM     MM
PTBM6  30.213  -88.500 2012 01 06 08 00 270   2.1   2.1   MM  MM   MM  MM 1021.0  -1.1  14.7    MM    MM   MM     MM
PTCR1  41.637  -71.339 2012 01 06 07 54 350   0.5   1.0   MM  MM   MM  MM 1013.2    MM  -1.2    MM    MM   MM     MM
PTGC1  34.577 -120.648 2012 01 06 08 00 360   7.7   8.8   MM  MM   MM  MM 1018.7  -0.5  11.8    MM    MM   MM     MM
PTIM4  46.485  -84.632 2012 01 06 07 54 110   1.5   2.1   MM  MM   MM  MM  997.1    MM  -2.6    MM    MM   MM     MM
PTIT2  26.060  -97.215 2012 01 06 07 54 190   2.6   4.1   MM  MM   MM  MM     MM    MM  16.1  16.7    MM   MM     MM
PTWW1  48.112 -122.758 2012 01 06 07 54  MM   0.0   0.5   MM  MM   MM  MM 1028.3    MM   6.1   8.0    MM   MM     MM
PVGF1  26.092  -80.109 2012 01 06 08 00 310   2.1   2.1   MM  MM   MM  MM 1022.1  -0.9  13.2    MM   6.9   MM     MM
PWAW3  43.388  -87.868 2012 01 06 07 40 260   3.1   6.2   MM  MM   MM  MM 1002.0    MM   8.9    MM    MM   MM     MM
PXOC1  37.798 -122.393 2012 01 06 08 00  90   3.6   4.1   MM  MM   MM  MM 1020.3    MM   9.5    MM    MM   MM     MM
QPTR1  41.585  -71.408 2012 01 06 08 00  MM   0.0   1.0   MM  MM   MM  MM 1013.7  +0.4  -1.3   5.3    MM   MM     MM
RARM6  30.343  -88.512 2012 01 06 08 00 250   2.6   2.6   MM  MM   MM  MM 1020.9  -1.2  13.3    MM    MM   MM     MM
RCKM4  46.265  -84.192 2012 01 06 07 54 300   0.5   1.5   MM  MM   MM  MM  997.8    MM    MM    MM    MM   MM     MM
RCMC1  37.928 -122.400 2012 01 06 08 00 150   2.6   3.6   MM  MM   MM  MM 1021.3  -0.4  10.1  10.8    MM   MM     MM
RCPT2  28.022  -97.047 2012 01 06 07 54 210   1.0   1.0   MM  MM   MM  MM 1018.7    MM  16.9  16.7    MM   MM     MM
RCRN6  43.268  -77.625 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1005.6    MM   1.7    MM    MM   MM     MM
RDDA2  67.577 -164.065 2012 01 06 07 54  20   3.6   3.6   MM  MM   MM  MM 1003.6    MM -27.1    MM    MM   MM     MM
RDYD1  39.558  -75.573 2012 01 06 08 00  MM    MM    MM   MM  MM   MM  MM 1013.7  -0.7   0.3   4.1    MM   MM     MM
RKXF1  26.050  -81.701 2012 01 06 07 45  90   1.0    MM   MM  MM   MM  MM 1023.0    MM   5.9    MM   5.5   MM     MM
RLOT2  29.515  -94.513 2012 01 06 07 00 180   3.1   4.6   MM  MM   MM  MM     MM    MM    MM  13.4    MM   MM     MM
ROAM4  47.867  -89.313 2012 01 06 08 00 260   8.2   8.2   MM  MM   MM  MM  994.0  +0.0    MM    MM    MM   MM     MM
ROBN4  40.657  -74.065 2012 01 06 07 54 210   5.7   6.7   MM  MM   MM  MM 1013.1    MM   2.5    MM    MM   MM     MM
RPLV2  37.538  -76.015 2012 01 06 08 00 210   6.2   6.7   MM  MM   MM  MM 1014.5  -0.6    MM    MM    MM   MM     MM
RPRN6  43.258  -77.592 2012 01 06 08 00 220   5.7   6.7   MM  MM   MM  MM 1005.8  -3.0   1.8    MM    MM   MM     MM
RSJT2  26.801  -97.483 2012 01 06 07 00 200   5.1   6.2   MM  MM   MM  MM 1022.0  -0.9    MM  19.3    MM   MM     MM
RTYC1  37.507 -122.210 2012 01 06 08 00 200   2.1   2.6   MM  MM   MM  MM 1021.6  +0.0   7.2  10.8    MM   MM     MM
SACV4  19.174  -96.093 2012 01 06 08 00 220   3.1   3.6   MM  MM   MM  MM 1019.6  -1.6  19.5    MM  16.8   MM     MM
SANF1  24.460  -81.880 2012 01 06 08 00  40   4.6   5.1   MM  MM   MM  MM 1022.8  -1.3  17.4    MM    MM   MM     MM
SAPF1  27.760  -82.627 2012 01 06 07 54 260   1.5   1.5   MM  MM   MM  MM 1023.1    MM  11.8  18.1    MM   MM     MM
SAUF1  29.857  -81.265 2012 01 06 08 00 290   2.6   3.1   MM  MM   MM  MM 1022.2  -0.4   9.7  15.3    MM   MM     MM
SAXG1  31.418  -81.295 2012 01 06 08 00 190   2.1    MM   MM  MM   MM  MM 1020.0  -1.0   6.0    MM   3.0   MM     MM
SBEO3  44.625 -124.043 2012 01 06 07 54 100   2.1   3.1   MM  MM   MM  MM 1028.8    MM   2.8   9.3    MM   MM     MM
SBIO1  41.628  -82.842 2012 01 06 08 00 240  12.9  13.4   MM  MM   MM  MM 1006.5  -0.8   5.5    MM    MM   MM     MM
SBLF1  27.923  -82.445 2012 01 06 07 54  MM   0.0   0.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SBLM4  43.806  -83.719 2012 01 06 08 00 210   6.2   6.2   MM  MM   MM  MM 1000.7  +0.4   2.3    MM    MM   MM     MM
SBPT2  29.730  -93.870 2012 01 06 07 54 180   4.1   6.2   MM  MM   MM  MM     MM    MM  16.4  14.5    MM   MM     MM
SDBC1  32.713 -117.173 2012 01 06 07 54  MM    MM    MM   MM  MM   MM  MM 1015.7    MM    MM  14.6    MM   MM     MM
SDHN4  40.467  -74.010 2012 01 06 08 00 220   4.6   5.7   MM  MM   MM  MM 1014.0  -0.3    MM   3.1    MM   MM     MM
SDIA2  58.277 -134.389 2012 01 06 08 02 230   0.5   1.5   MM  MM   MM  MM 1015.7  -0.7   0.0    MM  -0.6   MM     MM
SDRT2  28.407  -96.712 2012 01 06 08 00 160   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SFXC1  38.223 -122.026 2012 01 06 07 45 240   1.0    MM   MM  MM   MM  MM 1021.0    MM   7.6    MM   5.6   MM     MM
SGNW3  43.750  -87.692 2012 01 06 08 00  MM   6.7   8.8   MM  MM   MM  MM 1000.3  -0.0   9.5    MM    MM   MM     MM
SGOF1  29.407  -84.863 2012 01 06 08 00 290   2.6   3.1   MM  MM   MM  MM 1021.2  -1.4  16.8  17.3    MM   MM     MM
SHBL1  29.868  -89.673 2012 01 06 08 00 220   3.6   3.6   MM  MM   MM  MM     MM    MM  13.4  12.9    MM   MM     MM
SHPF1  30.060  -84.291 2012 01 06 06 54 310   1.0   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SISW1  48.318 -122.843 2012 01 06 08 00 260   7.7   9.8   MM  MM   MM  MM 1028.0  +0.5   6.8    MM    MM   MM     MM
SJOM4  42.099  -86.494 2012 01 06 08 00 180   7.2   9.8   MM  MM   MM  MM 1005.8  -0.3   6.8    MM    MM   MM     MM
